route_id,distance_km,base_hours,rainfall_mm,wind_speed_kmh,toll_queue_m,breakdown_flag,actual_hours,is_delayed
MUNDRA_TO_BHIWANDI,872.85,11.64,1.08,12.23,124.03,0,13.64,0
JNPT_TO_CHAKAN,136.67,1.75,0.65,56.59,12.8,0,1.58,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.07,34.71,68.17,0,1.88,0
JNPT_TO_BHIWANDI,67.55,0.92,0.15,23.64,92.35,0,0.91,0
JNPT_TO_CHAKAN,136.67,1.75,0.76,11.17,135.93,0,1.78,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.52,50.54,48.21,0,11.08,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.4,20.11,114.27,0,1.92,0
JNPT_TO_CHAKAN,136.67,1.75,1.92,22.87,83.15,0,1.7,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.02,54.73,94.13,0,1.94,0
JNPT_TO_CHAKAN,136.67,1.75,1.96,37.81,115.71,0,1.67,0
JNPT_TO_CHAKAN,136.67,1.75,0.15,10.15,12.46,0,1.6,0
JNPT_TO_BHIWANDI,67.55,0.92,0.92,13.48,224.85,0,0.88,0
JNPT_TO_CHAKAN,136.67,1.75,17.3,32.84,60.39,0,3.66,1
JNPT_TO_BHIWANDI,67.55,0.92,0.26,12.81,220.14,0,0.9,0
JNPT_TO_BHIWANDI,67.55,0.92,0.57,26.03,5.11,0,0.95,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.41,31.23,374.2,0,12.19,0
JNPT_TO_BHIWANDI,67.55,0.92,0.13,59.22,43.22,0,1.02,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.12,43.84,35.64,0,11.75,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.78,11.8,266.49,0,11.44,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.24,31.6,27.5,0,2.17,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.55,35.03,108.95,1,5.73,1
JNPT_TO_BHIWANDI,67.55,0.92,1.95,23.01,24.87,0,0.85,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.83,57.5,208.63,0,2.21,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.34,55.06,23.99,0,10.51,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.43,40.15,63.46,0,12.36,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.91,16.2,165.8,0,13.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.55,27.8,90.76,0,12.78,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.1,57.59,200.78,0,1.74,0
BHIWANDI_TO_CHAKAN,156.03,1.93,4.26,15.04,39.29,0,1.97,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.0,47.01,23.72,0,13.46,0
JNPT_TO_BHIWANDI,67.55,0.92,1.3,26.12,490.69,0,1.33,1
MUNDRA_TO_BHIWANDI,872.85,11.64,2.79,37.23,37.74,0,10.48,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.83,12.91,4.21,0,14.21,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.77,15.26,31.61,0,1.9,0
JNPT_TO_CHAKAN,136.67,1.75,1.27,36.27,170.32,0,1.98,0
JNPT_TO_BHIWANDI,67.55,0.92,0.36,15.25,333.06,0,1.42,1
JNPT_TO_CHAKAN,136.67,1.75,1.98,33.59,49.32,0,1.95,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.85,41.68,59.11,0,15.85,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.7,19.83,18.8,0,12.42,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,15.29,34.13,59.52,0,15.81,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.35,39.95,12.72,0,1.88,0
JNPT_TO_BHIWANDI,67.55,0.92,0.75,43.33,191.7,0,0.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.15,52.71,208.88,0,1.97,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.84,15.24,241.88,0,12.24,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.74,19.77,5.15,0,1.88,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.51,31.92,337.94,0,13.79,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.02,57.58,582.54,0,14.72,0
JNPT_TO_BHIWANDI,67.55,0.92,2.06,10.66,45.96,0,1.06,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.01,28.16,28.81,0,15.08,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.11,22.71,50.9,0,12.25,0
JNPT_TO_CHAKAN,136.67,1.75,1.72,40.31,71.07,0,1.81,0
JNPT_TO_BHIWANDI,67.55,0.92,0.39,56.88,51.73,0,0.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,2.09,55.4,142.32,0,1.78,0
JNPT_TO_CHAKAN,136.67,1.75,1.41,50.5,310.39,0,2.31,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.18,44.39,113.73,0,13.13,0
JNPT_TO_BHIWANDI,67.55,0.92,0.8,14.81,32.02,1,7.39,1
JNPT_TO_CHAKAN,136.67,1.75,1.98,45.25,39.45,0,1.96,0
MUNDRA_TO_BHIWANDI,872.85,11.64,2.67,40.8,183.77,0,12.42,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.39,34.85,38.5,0,15.23,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.26,34.34,7.31,0,11.98,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.56,10.31,144.0,0,11.53,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.11,49.39,134.91,0,1.76,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.35,43.75,124.13,0,13.06,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,12.84,37.49,171.77,0,15.68,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.65,24.76,204.64,0,14.0,0
BHIWANDI_TO_CHAKAN,156.03,1.93,3.94,33.25,22.82,0,1.93,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.38,39.58,116.15,0,13.48,0
JNPT_TO_BHIWANDI,67.55,0.92,0.75,20.26,121.95,0,0.85,0
JNPT_TO_BHIWANDI,67.55,0.92,0.19,17.21,143.69,0,0.83,0
MUNDRA_TO_BHIWANDI,872.85,11.64,2.04,35.02,106.35,0,12.32,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.76,57.82,29.77,0,12.44,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.7,45.76,82.38,0,12.85,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.56,11.38,9.43,0,13.58,0
JNPT_TO_CHAKAN,136.67,1.75,1.16,10.07,474.27,0,2.1,0
JNPT_TO_CHAKAN,136.67,1.75,0.86,50.06,59.64,0,1.63,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.62,53.34,12.43,0,11.11,0
JNPT_TO_BHIWANDI,67.55,0.92,0.92,10.49,78.27,0,0.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.49,13.59,50.29,0,2.28,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.15,47.76,13.21,0,14.9,0
JNPT_TO_CHAKAN,136.67,1.75,0.15,16.31,4.71,0,1.84,0
JNPT_TO_CHAKAN,136.67,1.75,1.79,29.82,331.67,0,2.04,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.48,37.42,21.01,0,11.61,0
JNPT_TO_BHIWANDI,67.55,0.92,1.29,15.93,44.19,0,0.88,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.76,19.57,25.82,0,13.33,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.78,53.03,44.5,0,2.19,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,4.55,34.2,189.39,0,14.87,0
JNPT_TO_CHAKAN,136.67,1.75,1.2,31.96,48.3,0,1.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.06,20.43,298.9,0,1.96,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.12,45.29,139.4,0,15.33,0
JNPT_TO_BHIWANDI,67.55,0.92,17.36,30.84,13.19,0,2.57,1
MUNDRA_TO_BHIWANDI,872.85,11.64,1.7,55.91,58.42,0,11.67,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.53,53.83,79.04,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.26,31.61,71.07,0,1.58,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.89,58.1,33.99,0,14.42,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.7,44.69,62.48,0,12.37,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.58,40.14,86.09,0,2.21,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.43,37.61,0.4,0,1.88,0
JNPT_TO_CHAKAN,136.67,1.75,1.34,45.13,8.25,0,1.77,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.22,27.5,26.77,0,2.25,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.74,30.82,80.85,0,12.03,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.4,43.05,13.39,0,11.14,0
JNPT_TO_BHIWANDI,67.55,0.92,1.21,21.6,164.66,0,1.01,0
JNPT_TO_BHIWANDI,67.55,0.92,1.65,19.49,131.25,0,1.01,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.94,43.71,26.18,0,10.9,0
JNPT_TO_CHAKAN,136.67,1.75,1.09,45.81,188.92,0,1.62,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.75,19.93,37.23,0,2.02,0
JNPT_TO_CHAKAN,136.67,1.75,1.42,41.11,12.12,0,1.62,0
JNPT_TO_CHAKAN,136.67,1.75,0.65,19.9,1.45,0,1.68,0
JNPT_TO_BHIWANDI,67.55,0.92,3.9,14.09,35.64,0,1.08,0
JNPT_TO_CHAKAN,136.67,1.75,3.34,22.25,201.43,0,2.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.63,36.9,423.49,0,13.77,0
JNPT_TO_CHAKAN,136.67,1.75,0.84,51.0,43.76,0,1.68,0
JNPT_TO_CHAKAN,136.67,1.75,0.86,53.59,243.69,0,2.02,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.55,36.33,73.55,0,14.38,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.38,28.14,145.97,0,12.1,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.71,20.62,144.5,0,12.47,0
JNPT_TO_BHIWANDI,67.55,0.92,0.78,43.27,169.01,0,0.93,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.34,22.96,90.06,0,13.95,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.53,18.89,71.57,0,1.88,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.69,35.89,334.95,0,15.15,0
JNPT_TO_CHAKAN,136.67,1.75,0.26,37.57,367.2,0,2.03,0
JNPT_TO_BHIWANDI,67.55,0.92,1.32,42.96,72.37,0,1.08,0
JNPT_TO_BHIWANDI,67.55,0.92,1.56,25.14,1.37,0,0.89,0
JNPT_TO_CHAKAN,136.67,1.75,0.1,12.37,89.08,0,2.02,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.44,30.54,34.31,0,15.59,0
JNPT_TO_BHIWANDI,67.55,0.92,1.57,26.07,129.38,0,1.03,0
JNPT_TO_BHIWANDI,67.55,0.92,0.98,29.69,69.65,0,0.85,0
JNPT_TO_CHAKAN,136.67,1.75,1.11,44.3,245.08,0,1.76,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.44,36.61,94.78,0,2.02,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.31,22.39,53.83,0,2.15,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.05,14.99,0.85,1,17.06,1
BHIWANDI_TO_CHAKAN,156.03,1.93,1.26,35.78,89.1,0,2.23,0
JNPT_TO_CHAKAN,136.67,1.75,0.43,19.53,109.81,0,1.62,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.33,53.18,62.21,0,13.78,0
JNPT_TO_CHAKAN,136.67,1.75,0.35,23.14,76.42,0,1.72,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.13,39.72,36.37,0,12.65,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.55,29.25,15.22,0,13.5,0
JNPT_TO_BHIWANDI,67.55,0.92,3.39,17.85,73.21,0,0.9,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.37,38.1,28.6,0,13.9,0
JNPT_TO_CHAKAN,136.67,1.75,5.58,25.02,69.24,0,1.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.1,35.48,83.44,0,1.88,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.57,45.75,274.76,0,13.37,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.49,56.29,206.37,0,13.87,0
JNPT_TO_CHAKAN,136.67,1.75,1.64,43.01,64.84,0,1.83,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.25,26.84,72.43,0,12.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.55,19.26,521.15,0,2.48,1
BHIWANDI_TO_CHAKAN,156.03,1.93,1.4,53.0,66.39,0,1.84,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.36,30.96,69.93,0,11.97,0
JNPT_TO_BHIWANDI,67.55,0.92,1.07,56.14,76.76,0,0.97,0
JNPT_TO_CHAKAN,136.67,1.75,1.68,49.26,212.62,0,1.94,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,8.07,49.24,19.46,0,12.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.99,21.74,193.58,0,11.66,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.95,56.88,4.2,0,13.61,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,4.92,52.43,46.41,0,15.58,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.34,58.89,100.09,0,1.78,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.92,58.6,226.26,0,12.4,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.18,13.62,27.09,0,1.9,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.85,12.76,4.36,0,12.52,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.74,21.41,38.51,0,10.82,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.5,12.87,360.29,0,13.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,12.08,19.86,335.32,0,2.2,0
JNPT_TO_BHIWANDI,67.55,0.92,3.35,17.67,152.69,0,0.92,0
JNPT_TO_BHIWANDI,67.55,0.92,0.16,14.54,86.03,0,0.98,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.53,56.29,130.04,0,1.76,0
JNPT_TO_BHIWANDI,67.55,0.92,1.5,30.59,36.65,0,0.95,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.81,57.1,38.37,0,12.19,0
JNPT_TO_CHAKAN,136.67,1.75,1.83,41.54,10.08,0,1.77,0
JNPT_TO_CHAKAN,136.67,1.75,1.34,35.85,2.95,0,1.67,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.43,36.0,118.71,0,2.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.09,11.3,27.13,0,12.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.78,37.0,61.59,0,2.23,0
JNPT_TO_CHAKAN,136.67,1.75,0.05,19.03,19.15,0,2.05,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.8,18.04,8.49,0,15.28,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.89,16.06,1.25,0,1.95,0
JNPT_TO_BHIWANDI,67.55,0.92,0.02,37.23,106.37,0,0.86,0
JNPT_TO_CHAKAN,136.67,1.75,1.43,55.77,65.55,0,1.92,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.42,47.86,6.76,0,13.66,0
JNPT_TO_BHIWANDI,67.55,0.92,1.15,51.95,38.61,0,0.99,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.84,15.65,52.42,0,12.46,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.1,15.06,3.79,0,12.21,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.38,26.49,186.37,0,1.82,0
JNPT_TO_CHAKAN,136.67,1.75,1.11,35.49,87.24,0,1.9,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.11,37.93,3.51,0,12.62,0
JNPT_TO_BHIWANDI,67.55,0.92,1.47,14.33,95.83,0,1.03,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.5,47.06,11.39,0,2.16,0
JNPT_TO_CHAKAN,136.67,1.75,0.6,18.81,157.51,0,1.61,0
BHIWANDI_TO_CHAKAN,156.03,1.93,10.7,47.04,54.87,0,1.89,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.62,23.88,127.96,0,12.43,0
JNPT_TO_CHAKAN,136.67,1.75,0.46,30.52,71.65,0,2.04,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.65,11.32,99.87,0,12.4,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.11,56.83,75.09,0,12.89,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.99,22.75,32.42,0,1.94,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.07,49.39,95.31,0,13.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,2.15,17.72,121.75,0,1.96,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.61,15.49,100.82,0,2.13,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.22,45.87,239.47,0,1.92,0
JNPT_TO_BHIWANDI,67.55,0.92,0.81,44.31,44.27,0,1.03,0
JNPT_TO_CHAKAN,136.67,1.75,1.71,12.05,42.66,0,1.62,0
JNPT_TO_BHIWANDI,67.55,0.92,1.09,41.18,149.0,0,0.87,0
JNPT_TO_BHIWANDI,67.55,0.92,4.69,12.04,206.6,0,0.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.27,20.09,22.42,0,15.69,0
JNPT_TO_BHIWANDI,67.55,0.92,0.33,43.54,154.72,0,0.9,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.4,40.44,123.29,0,13.45,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.68,39.6,76.06,0,1.79,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.09,32.35,4.15,0,2.08,0
JNPT_TO_BHIWANDI,67.55,0.92,1.07,28.65,147.86,0,1.07,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.21,59.81,135.56,0,1.88,0
JNPT_TO_BHIWANDI,67.55,0.92,0.6,59.26,178.1,0,0.97,0
JNPT_TO_CHAKAN,136.67,1.75,0.81,31.14,27.55,0,1.84,0
JNPT_TO_BHIWANDI,67.55,0.92,1.56,44.89,30.71,0,0.94,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.85,25.18,123.02,0,13.44,0
JNPT_TO_BHIWANDI,67.55,0.92,7.3,44.09,89.48,0,0.88,0
JNPT_TO_CHAKAN,136.67,1.75,0.01,11.1,147.94,0,1.58,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.86,34.59,139.37,0,14.15,0
JNPT_TO_CHAKAN,136.67,1.75,1.47,22.93,489.52,0,2.37,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.05,16.61,130.49,0,12.25,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.78,20.5,78.1,0,13.91,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.7,54.97,77.73,0,13.73,0
JNPT_TO_CHAKAN,136.67,1.75,23.68,12.51,66.25,0,4.18,1
JNPT_TO_CHAKAN,136.67,1.75,0.87,53.04,167.99,0,1.84,0
MUNDRA_TO_BHIWANDI,872.85,11.64,9.9,52.43,28.93,0,11.99,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.93,12.26,178.25,0,15.47,0
JNPT_TO_CHAKAN,136.67,1.75,0.72,20.12,82.9,0,2.02,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.92,58.36,109.55,0,2.01,0
JNPT_TO_CHAKAN,136.67,1.75,1.45,14.11,8.03,0,1.6,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.27,28.04,310.31,0,13.39,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.69,14.31,8.57,0,1.85,0
JNPT_TO_BHIWANDI,67.55,0.92,1.56,11.17,127.32,0,0.91,0
JNPT_TO_CHAKAN,136.67,1.75,0.29,41.64,10.94,0,2.0,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.65,44.3,31.71,1,8.81,1
JNPT_TO_CHAKAN,136.67,1.75,1.87,18.88,83.94,0,1.97,0
JNPT_TO_BHIWANDI,67.55,0.92,0.74,11.25,42.51,0,0.91,0
JNPT_TO_BHIWANDI,67.55,0.92,1.58,51.35,147.88,0,1.06,0
JNPT_TO_BHIWANDI,67.55,0.92,1.08,13.77,60.27,0,1.03,0
JNPT_TO_BHIWANDI,67.55,0.92,1.53,16.22,110.7,0,0.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.93,53.75,74.79,0,2.29,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.67,53.52,75.6,0,13.61,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.72,39.63,1.19,0,13.51,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.65,25.6,22.8,0,1.78,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.82,31.87,197.4,0,14.07,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.34,28.73,21.61,0,1.97,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.77,19.46,4.57,0,12.53,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.89,28.08,66.15,0,15.73,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.83,13.42,126.75,0,12.81,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.22,55.02,8.74,0,11.41,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.01,41.14,690.3,0,12.68,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.02,40.91,17.49,0,13.32,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.17,46.17,458.76,0,11.41,0
JNPT_TO_CHAKAN,136.67,1.75,3.89,33.11,116.96,0,2.03,0
JNPT_TO_CHAKAN,136.67,1.75,0.33,58.91,1.89,0,1.88,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.84,33.33,110.33,0,13.22,0
JNPT_TO_CHAKAN,136.67,1.75,0.33,51.79,8.92,0,1.71,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.54,48.11,7.08,0,11.11,0
BHIWANDI_TO_CHAKAN,156.03,1.93,10.61,55.62,289.55,0,1.86,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,18.23,29.19,28.4,0,14.46,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.2,22.43,72.83,0,12.36,0
JNPT_TO_BHIWANDI,67.55,0.92,0.68,53.95,1.65,0,1.05,0
JNPT_TO_BHIWANDI,67.55,0.92,0.98,10.31,137.58,0,1.03,0
JNPT_TO_BHIWANDI,67.55,0.92,0.8,29.08,1.83,0,0.89,0
JNPT_TO_BHIWANDI,67.55,0.92,1.61,50.44,309.53,0,1.25,1
JNPT_TO_CHAKAN,136.67,1.75,1.2,39.16,203.55,0,1.75,0
JNPT_TO_CHAKAN,136.67,1.75,1.38,24.21,74.57,0,1.68,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.02,35.96,269.34,0,2.18,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.13,47.57,11.27,0,10.75,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.52,15.23,101.01,0,2.25,0
JNPT_TO_CHAKAN,136.67,1.75,1.69,31.29,9.77,0,2.06,0
JNPT_TO_CHAKAN,136.67,1.75,1.19,10.98,3.23,0,2.06,0
JNPT_TO_BHIWANDI,67.55,0.92,0.45,48.65,39.39,0,1.01,0
JNPT_TO_BHIWANDI,67.55,0.92,0.17,55.71,164.06,0,0.9,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.46,46.51,83.68,0,2.12,0
JNPT_TO_BHIWANDI,67.55,0.92,0.74,23.8,34.98,0,0.88,0
JNPT_TO_BHIWANDI,67.55,0.92,0.51,32.39,5.33,0,0.92,0
JNPT_TO_CHAKAN,136.67,1.75,0.48,52.78,40.56,0,1.69,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.1,49.95,43.27,0,11.33,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.35,37.87,31.14,0,2.22,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.4,36.14,95.04,0,11.29,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.12,59.59,46.22,0,15.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.16,43.02,25.26,0,15.22,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.88,40.6,229.75,0,14.62,0
JNPT_TO_BHIWANDI,67.55,0.92,1.84,57.92,8.69,0,0.88,0
MUNDRA_TO_BHIWANDI,872.85,11.64,2.96,28.17,211.84,0,11.98,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.84,22.7,129.46,0,13.31,0
JNPT_TO_CHAKAN,136.67,1.75,1.5,16.29,375.25,0,2.28,1
JNPT_TO_CHAKAN,136.67,1.75,2.14,53.73,15.01,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.82,16.09,93.55,0,2.07,0
BHIWANDI_TO_CHAKAN,156.03,1.93,2.14,38.8,171.26,0,2.17,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.78,32.89,20.46,0,2.23,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.1,26.71,74.5,0,2.03,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.12,50.89,24.68,0,2.3,0
JNPT_TO_CHAKAN,136.67,1.75,1.24,45.57,307.9,0,2.41,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.44,23.39,82.19,0,14.72,0
JNPT_TO_CHAKAN,136.67,1.75,14.64,17.25,153.63,0,1.59,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.27,53.92,227.36,0,14.78,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.32,18.66,183.63,0,11.35,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.34,41.01,8.95,0,1.83,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.71,44.82,117.8,0,12.05,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.11,58.58,78.73,0,13.39,0
JNPT_TO_CHAKAN,136.67,1.75,0.49,11.19,49.05,0,1.71,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.1,17.38,291.65,0,12.79,0
JNPT_TO_CHAKAN,136.67,1.75,7.02,18.57,75.96,0,1.71,0
JNPT_TO_BHIWANDI,67.55,0.92,0.17,22.76,133.78,0,0.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.86,22.4,15.78,0,2.29,0
